source,target
ಅಗುರ್ವುಗಿಡು,ಸತ್ವಗುಂದು
ಅಗುರ್ವುಗೊಳ್,ಹೆದರು
ಅಗುರ್ವುವಡೆ,ಅತಿಶಯಗೊಳ್ಳು
ಅಗುರ್ವುವೆಱು,ಅಗುರ್ವುವಡೆ
ಅಗುರ್ವೆಱು,ಬೆರಗಾಗು
ಅಗುಸೆ,ಹೆಬ್ಬಾಗಿಲು ಅಗಸೆಬಾಗಿಲು
ಅಗುೞಿ,ಚಿಲಕ ತಮಟೆಬಡಿಯುವಕೋಲು
ಅಗುೞೀಸು,ಅಗೆಯಿಸು ತೋಡಿಸು
ಅಗುೞೂಟ,ಅನ್ನಪ್ರಾಶನ
ಅಗುೞೂಡು,ಅನ್ನ ತಿನ್ನಿಸು
ಅಗೆ,ಮೊಳಕೆ ಅಂಕುರ ತೋಡು
ಅಗೆಯೆತ್ತು,ಮೊಳಕೆಕೀಳು ಮೂಲೋತ್ಪಾಟನೆಮಾಡು
ಅಗೆವೊಯ್,ಬೀಜಬಿತ್ತು
ಅಗೆವೋಗು,ಮೊಳಕೆ ಒಡೆ
ಅಗೇಂದ್ರ,ಬೆಟ್ಟಗಳ ರಾಜ ಹಿಮವತ್ಪರ್ವತ
ಅಗೌಕಸ,ಮರವೇಮನೆಯಾಗಿಉಳ್ಳದ್ದು ಕೋತಿ
ಅಗ್ಗ,ಶ್ರೇಷ್ಠ ಕಸುವು ತುದಿ
ಅಗ್ಗಂಬೆಱು,ಶ್ರೇಷ್ಠವಾಗು
ಅಗ್ಗಂಮಾಡು,ದೊಡ್ಡದುಮಾಡು
ಅಗ್ಗಗ್ಗಾಯಿಲೆ,ಹೆಚ್ಚುಹಣ ತೆಗೆದುಕೊಳ್ಳುವ ಸೂಳೆ
ಅಗ್ಗಯಿಲೆ,ಹೆಚ್ಚುಹಣ ತೆಗೆದುಕೊಳ್ಳುವ ಸೂಳೆ
ಅಗ್ಗರಣೆ,ಒಗ್ಗರಣೆ ಹಗ್ಗ
ಅಗ್ಗರಿಸು,ಸಿದ್ಧವಾಗು
ಅಗ್ಗಲಂ,ಹೆಚ್ಚಾಗಿ
ಅಗ್ಗವಣಿ,ಮೀಸಲುನೀರು
ಅಗ್ಗಳ,ಶ್ರೇಷ್ಠ
ಅಗ್ಗಳಗಣ್ಣ,ಅಗ್ಗಳಗಣ್ಣುಳ್ಳವನು ಶಿವ
ಅಗ್ಗಳವಸ್ತು,ಶ್ರೇಷ್ಠ ವಸ್ತು
ಅಗ್ಗಳಿಕೆವಡೆ,ಅತಿಶಯಗೊಳ್ಳು
ಅಗ್ಗಳಿಸು,ಹೆಚ್ಚಾಗು
ಅಗ್ಗೞಿಕೆ,ಅಗ್ಗೞಿ
ಅಗ್ಗಾಯಿಲೆತಿ,ಹೆಚ್ಚುಹಣತೆಗೆದುಕೊಳ್ಳುವಸೂಳೆ
ಅಗ್ಗಿಕೊಂಡ,ಕೆಂಡದಗುಂಡಿ
ಅಗ್ಗಿಗಣ್ಣು,ಉರಿಗಣ್ಣು
ಅಗ್ಗವಳೆದೆಣ್ಣೆ,ಕಾದಎಣ್ಣೆ
ಅಗ್ಗಿವೆಗಡು,ಬೆಂಕಿಯಭಯ
ಅಗ್ಗಿಸು,ನಾಶಪಡಿಸು
ಅಗ್ಗು,ನಾಶವಾಗು
ಅಗ್ನಿಜೆ,ಬೆಂಕಿಯಮಗಳು ದ್ರೌಪದಿ
ಅಗ್ನಿನೇತ್ರ,ಈಶ್ವರ
ಅಗ್ನಿಪುತ್ರಿ,ಬೆಂಕಿಯಮಗಳು ದ್ರೌಪದಿ
ಅಗ್ನಿಮಂಥ,ಆರಣಿಯನ್ನುಜ್ಜಿ ಬೆಂಕಿ ಮಾಡುವುದು
ಅಗ್ನಿಮಿತ್ರ,ಗಾಳಿ
ಅಗ್ನಿವೀರ್ಯ,ಈಶ್ವರ
ಅಗ್ನಿಶೌಚವಸ್ತ್ರ,ಉಬ್ಬೆಗೆಹಾಕಿ ಶುಚಿಮಾಡಿದಬಟ್ಟೆ
ಅಗ್ನಿಸಾಕ್ಷಿ,ಅಗ್ನಿಯನ್ನು ಸಾಕ್ಷಿಯಾಗಿರಿಸಿಕೊಳ್ಳುವುದು
ಅಗ್ನಿಸ್ಥಂಭ,ಬೆಂಕಿಯುಸುಡದಂತೆಮಾಡುವವಿದ್ಯೆ ಮಂತ್ರ
ಅಗ್ನಿಸ್ತಂಭಿನಿ,ಅಗ್ನಿಸ್ತಂಭ
ಅಗ್ನೀಧ್ರ,ಯಜ್ಞಾಗ್ನಿಯನ್ನುಪ್ರಜ್ವಲನಮಾಡುವವನು ಬ್ರಹ್ಮಎಂಬಋತ್ವಿಕ್ಕು ಯಜ್ಞಕಾರ್ಯ
ಅಗ್ರ,ಮುಖ್ಯವಾದ ಅಧಿಕವಾದ ಮುಂಭಾ ತುದಿ ಆರಂಭ
ಅಗ್ರಕಾರ್ಯ,ಮೊದಲಕೆಲಸ ಮುಖ್ಯಕೆಲಸ
ಅಗ್ರಜನ್ಮ,ಬ್ರಾಹ್ಮಣ
ಅಗ್ರಣಿ,ಮುಂದಾಳು
ಅಗ್ರಪದಾತಿ,ಮುಂಗಡೆಯ ಕಾಲಾಳುಪಡೆ
ಅಗ್ರಪುತ್ರ,ಹಿರಿಯ ಮಗ
ಅಗ್ರಭವ,ಅಗ್ರಜ ಅಣ್ಣ
ಅಗ್ರಾಸನ,ಅಗ್ರಹಾರ ಬ್ರಾಹ್ಮಣರಿಗೆದಾನಕೊಟ್ಟಭೂಮಿ ಬ್ರಾಹ್ಮಣರಊಟದಶಾಲೆ
ಅಜ್ಜಗೆ,ಇರವಂತಿಗೆ
ಅಘಚ್ಛಿದ,ಪಾಪವನ್ನು ನಾಶಗೈಯುವ
ಅಘಜಾಲ,ಪಾಪರಾಶಿ
ಅಘಟಮಾನ,ನಡೆಯದ ಹೊಂದಿಕೊಳ್ಳದ
ಅಘವಿಘಟನ,ಪಾಪಕ್ಷಯ
ಅಘಾತಿ,ಕೊಲ್ಲದ
ಅಘಾತಿಕರ್ಮ,ಜೀವದ ಅನಂತಜ್ಞಾನಾದಿ ಗುಣಗಳನ್ನು ನಾಶಮಾಡದವೇದನೀಯಗೋತ್ರ ಎಂಬ ನಾಲ್ಕು ಕರ್ಮಗಳು
ಅಘಾರಿ,ಪಾಪದಶತ್ರು
ಅಚಲ,ಬೆಟ್ಟ
ಅಚಲನಿತಂಬ,ಬೆಟ್ಟದತಪ್ಪಲು
ಅಚಲಳನಿತಂಬ,ಬೆಟ್ಟದತಪ್ಪಲು
ಅಚಲರಿಪು,ಬೆಟ್ಟದಶತ್ರು ಇಂದ್ರ
ಅಚೇಲಕ,ವಸ್ತ್ರವಿಲ್ಲದ ದಿಗಂಬರ
ಅಚ್ಚ,ಶುದ್ಧ ಇಂದ್ರಿಯ ಜಪಮಣಿ
ಅಚ್ಚಂಬೊಯ್,ಪುಟವಿಡು ಶುದ್ಧಿಗೊಳಿಸು
ಅಚ್ಚಗಡೆ,ಸುಂದರವಾದ ರಂಗೋಲಿ
ಅಚ್ಚಗನ್ನಡ,ಶುದ್ಧಗನ್ನಡ
ಅಚ್ಚಗಱುಂಕೆ,ಕೋಮಲವಾದಗರಿಕೆ ದೂರ್ವೆ
ಅಚ್ಚಗೊಂಡ,ನಿಗಿನಿಗಿಸುವ ಕೆಂಡದ ಕೊಂಡ
ಅಚ್ಚಜೌವನೆ,ಹೊಸ ಹರಯದವಳು
ಅಚ್ಚದಾವರೆ,ಸುಂದರವಾದ ತಾವರೆ
ಅಚ್ಚದಿಂಗಳ್,ನಿರ್ಮಲವಾದ ಚಂದ್ರ
ಅಚ್ಚದುಗುಲ,ನಿರ್ಮಲವಾದ ರೇಷ್ಮೆ ಬಟ್ಟೆ
ಅಚ್ಚದೊವರಿ,ಶುದ್ಧವಾದ ತೊಗರಿ
ಅಚ್ಚನನೆ,ಶುದ್ಧವಾದ ಹೂ
ಅಚ್ಚನೆ,ಚೆನ್ನಾಗಿ ಸುಂದರವಾಗಿ
ಅಚ್ಚಬಿಳಿದು,ಅಪ್ಪಟ ಬಿಳಿಯ ಬಣ್ಣವುಳ್ಳ
ಅಚ್ಚಬೆಳ್ದಿಂಗಳ್,ನಿರ್ಮಲವಾದ ಬೇಳುದಿಂಗಳು
ಅಚ್ಚಮುತ್ತು,ಶುಭ್ರಕಾಂತಿಯುಳ್ಳ ಮುತ್ತು
ಅಚ್ಚರ,ದೇವತೆ
ಅಚ್ಚರಸೆ,ಅಪ್ಸರೆ
ಅಚ್ಚರಸಿಸೆ,ಅಪ್ಸರೆ
ಅಚ್ಚರಿ,ಆಶ್ಚರ್ಯ
ಅಚ್ಚರಿವಡು,ಆಶ್ಚರ್ಯಹೊಂದು
ಅಚ್ಚರಿವಡೆ,ಆಶ್ಚರ್ಯಪಡು ಆಶ್ಚರ್ಯಪಡಿಸು
ಅಚ್ಚರಿವೀಱು,ಅಚ್ಚರಿಯುಂಟುಮಾಡು
ಅಚ್ಚರಿವೆಱು,ಬೆರಗುಗೊಳಿಸು
ಅಚ್ಚವೂ,ಹೊಸ ಹೂ
ಅಚ್ಚವೆಳ್ದಿಂಗಳ್,ಶುಭ್ರ ಬೆಳುದಿಂಗಳು
ಅಚ್ಚೞಿ,ಅಂದಗೆಡು
ಅಚ್ಚಾಡಿಸು,ಸುತ್ತಾಡಿಸು
ಅಚ್ಚಾನೆ,ಸೊಗಸಾದ ಆನೆ
ಅಚ್ಚಿ,ಕಣ್ಣು
ಅಚ್ಚಿಗ,ದುಃಖ ಕ್ಲೇಶ ಕೇಡು ಉತ್ಸಾಹ ರೀತಿ
ಅಚ್ಚಿಗಂಗೊಳ್,ತುಂಬ ದುಃಖಪಡು
ಅಚ್ಚಿಗಂಗೊಳಿಸು,ಕಷ್ಟಕ್ಕೀಡುಮಾಡು
ಅಚ್ಚಿಗಂಬಡಿಸು,ತುಂಬ ವ್ಯಥೆಪಡು
ಅಚ್ಚಿಗೊಳಿಸು,ದೃಷ್ಟಿಯನ್ನು ಸೆಳೆ
ಅಚ್ಚಿಱಿ,ಮುದ್ರೆಯೊತ್ತು ಎರಕಹೊಯ್ ಒಂದುಗೂಡು
ಅಚ್ಚುಳ,ಚರ್ಮದ ಕೆಲಸ
ಅಚ್ಚುಳಕೋಲ್,ಬಾರುಕೋಲು
ಅಚ್ಚುಳಾಯ್ತ,ಸೇವಕ
ಅಚ್ಚುಲಾಯ್ಲ,ಸೇವಕ
ಅಚ್ಚೆ,ಒಂದು ಬಗೆಯ ಮೀನು
ಅಚ್ಛಂದ,ಛಂದಸ್ಸು ಕೆಟ್ಟಿರುವ
ಅಚ್ಛಾಂಬು,ಶುದ್ಧವಾದ ನೀರು
ಅಚ್ಛಾಯ,ನೆರಳಿಲ್ಲದ್ದು
ಅಚ್ಛೋದ,ನಿರ್ಮಲವಾದ ನೀರು ತಿಳಿನೀರು ಒಂದು ಸರೋವರದ ಹೆಸರು
ಅಚ್ಛೋದಕ,ನಿರ್ಮಲವಾದ ನೀರು
ಅಚ್ಯುತ,ನಾಶವಿಲ್ಲದ ವಿಷ್ಣು
ಅಚ್ಯುತಕಲ್ಪ,ಆ ಹೆಸರಿನ ಹದಿನಾರನೆಯ ಸ್ವರ್ಗ
ಅಚ್ಯುತೇಂದ್ರ,ಅಚ್ಯುತಕಲ್ಪದ ಇಂದ್ರ
ಅಛ್ಯ,ಅಚ್ಚ
ಅಜ,ಹುಟ್ಟು ಇಲ್ಲದ ದೇವರು ಬ್ರಹ್ಮ ಸೂರ್ಯ ಜಿನ ಸಮುದ್ರ
ಅಜಂಡ,ಹೊಲಿದು ಸೇರಿಸದ ಬ್ರಹ್ಮಾಂಡ
ಅಜಕುಕ್ಷಿ,ಆಡಿನ ಹೊಟ್ಟೆಯಂತೆ ತೆಳ್ಳಗಿನ ಹೊಟ್ಟೆಯಿರುವ
ಅಜಗರ,ಹೋತವನ್ನು ನುಂಗುವಂಥದು ಹೆಬ್ಬಾವು
ಅಜಗರ್ಭಿಣಿ,ಗಬ್ಬವಾದ ಆಡು
ಅಜಪೋತ,ಆಡಿನ ಮರಿ
ಅಜರ,ಮುಪ್ಪಿಲ್ಲದ ದೇವತೆ ಜಿನ
ಅಜಸ್ರಂ,ಯಾವಾಗಲೂ
ಅಜಾಂಡ,ಬ್ರಹ್ಮಾಂಡ
ಅಜಾಕೃಪಾಣೀಯ,ಮೇಕೆ ಬರುವುದೂ ಕತ್ತಿ ಬೀಳುವುದೂ ಒಂದಾಗಿ ಮೇಕೆ ಸಾಯುವುದು ಆಕಸ್ಮಿಕ
ಅಜಾತಪೂರ್ವ,ಹಿಂದೆಂದೂ ಜನಿಸದ
ಅಜಾನೇಯ,ಒಳ್ಳೆಯ ತಳಿಯ ಕುದುರೆ
ಅಜಿತ,ಜಯಿಸಲಸಾಧ್ಯನಾದವನು ವಿಷ್ಣು ಎರಡನೆಯ ಜೈನ ತೀರ್ಥಂಕರನಾದ ಅಜಿತನಾಥ
ಅಜಿನ,ಚರ್ಮ
ಅಜಿನಾಂಬರ,ಅಜಿನವನ್ನೇ ಉಟ್ಟವನು ಶಿವ
ಅಜಿರ,ಚುರುಕಾದ ಅಂಗಳ ಶರೀರ
ಅಜಿಹ್ಮ,ವಕ್ರವಲ್ಲದ ನೇರಸ್ವಭಾವದ
ಅಜೀವ,ಜೀವರಹಿತ ಜಡವಾದ ಏಳು ಜೈನ ತತ್ವಗಳಲ್ಲಿ ಎರಡನೆಯದು
ಅಜೀವತತ್ವ,ಅಜೀವ
ಅಜೀವರತ್ನ,ಚಕ್ರವರ್ತಿಗಳಿಗೆ ಸಹಜವಾಗಿ ಒದಗುವ ಹದಿನಾಲ್ಕು ರತ್ನಗಳಲ್ಲಿ ಒಂದು
ಅಜೆ,ಆಡು ಹೆಣ್ಣು ಮೇಕೆ ಭೂಮಿ
ಅಜ್ಜಪಜ್ಜರ್,ಪೂರ್ವಿಕರು
ಅಜ್ಜಱಿಗೞ್ತೆ,ಹೇಸರಗತ್
ಅಜ್ಜಿಕೆ,ಜೈನ ಸನ್ಯಾಸಿನಿ ಕಂತಿ
ಅಜ್ಜಿಜ್ಜುಗೆ,ಇರವಂತಿ ಮರುಗ
ಅಜ್ಜಿಗೆ,ಇರವಂತಿ ಮರುಗ
ಅಜ್ಞ,ತಿಳಿಯದವನು ಮೂರ್ಖ
ಅಜ್ಞತ್ವ,ತಿಳಿಯದಿರುವಿಕೆ
ಅಜ್ಞಾನ,ಜ್ಞಾನರಾಹಿತ್ಯ
ಅಜ್ಞಾನತ್ರಯ,ಕುಮತಿ ಕುಶ್ರುತ ವಿಭಂಗ ಎಂಬ ಮೂರು ಬಗೆಯ ಅಜ್ಞಾನಗಳು
ಅಟನ,ತಿರುಗಾಟ
ಅಟನಿ,ಬಿಲ್ಲಿನ ತುದಿ
ಅಟಮಟಿಗ,ಸುಳ್ಳುಗಾರ
ಅಟರ್,ಮೇಲೆ ಬೀಳು
ಅಟವಿ,ಅಡವಿ ಕಾಡು
ಅಟವ್ಯ,ಅರಣ್ಯ ಪ್ರದೇಶ
ಅಟ್ಟಕೞಿ,ಸ್ನಾನದಲ್ಲಿ ಕೊಳೆ ಹೋಗಲು ಹಾಕಿಕೊಳ್ಳುವ ಗಂಜಿ
ಅಟ್ಟಗವಲ್,ಮರದ ಎತ್ತರವಾದ ಕವಲುಕೊಂಬೆ
ಅಟ್ಟಟ್ಟಿ,ನಿಯೋಗ ದೂತ
ಅಟ್ಟಟ್ಟಿಯಟ್ಟು,ದೂತನನ್ನು ಕಳುಹಿಸು
ಅಟ್ಟಾಲ,ಅಟ್ಟಲೆ
ಅಟ್ಟಿಮುಟ್ಟು,ಅಟ್ಟಿಸಿಕೊಂಡು ಹೋಗಿ ಮುಟ್ಟು
ಅಟ್ಟೆವಣೆಕೋಲ್,ಪುಸ್ತಕವಿರಿಸುವ ಪೀಠ ವ್ಯಾಸಪೀಠ
ಅಟ್ಟಹಾಸ,ಗಟ್ಟಿಯಾದ ನಗು
ಅಟ್ಟೆಲೆ,ಅಟ್ಟಣೆ ಕೊತ್ತಳ ಬುರುಜು ಕೋಟೆಯ ಮೇಲಿನ ಕಾವಲುಗಾರನ ಕೊಠಡಿ
ಅಟ್ಟೆಳೆ,ಅಟ್ಟಣೆ ಕೊತ್ತಳ ಬುರುಜು ಕೋಟೆಯ ಮೇಲಿನ ಕಾವಲುಗಾರನ ಕೊಠಡಿ
ಅಟ್ಟಾಳ,ಅಟ್ಟಲೆ
ಅಟ್ಟಾಲಕ,ಅಟ್ಟಾಲ
ಅಟ್ಟಾಲಳ,ಅಟ್ಟಾಲ
ಅಟ್ಟಾಲಿಕೆ,ಅಟ್ಟಾಲ
ಅಟ್ಟಾಸುರ,ತುಂಬ ಭಯಂಕರವಾದ
ಅಟ್ಟಿಸು,ಕಳಿಸಿಕೊಡು ಒಣಗಿಹೋಗು
ಅಟ್ಟು,ಅಂಟು ಬೆನ್ನುಹತ್ತಿ ಹೋಗು ಅನುಧಾವನ ಅಡಿಗೆ ಮಾಡು ಮೇಲ್ಭಾಗದ ಬದು
ಅಟ್ಟುಂಬರಿ,ಬೆನ್ನಟ್ಟಿ ಹೋಗು ಅಭೇದ್ಯಸಂಬಂಧ
ಅಟ್ಟುಂಬೆಸ,ಹೇಳಿಕಳಿಸಿ ಮಾಡುವ ಕೆಲಸ
ಅಟ್ಟುಪಡು,ಬೆನ್ನಟ್ಟುವಿಕೆಗೆ ಒಳಗಾಗು
ಅಟ್ಟೆ,ಮುಂಡ ಚಪ್ಪಲಿಯ ತಳಭಾಗದ ಹಲ್ಲೆ
ಅಟ್ಟೆಯಿಡು,ದೇಹವನ್ನು ಚಾಚು
ಅಡಂಗಾಯ್ತ,ಕೋಟೆ ರಕ್ಷಿಸುವವನು
ಅಡಂಗಿಸು,ಮರೆಮಾಚು ಬಚ್ಚಿಡು
ಅಡಂಗು,ಮಾಂಸ ಜೋಡಣೆ
ಅಡಂಗುಱುಚಾಟ,ಕಣ್ಣುಮುಚ್ಚಾಲೆಯಾಟ
ಅಡಂಗುಱುಚಾಡು,ಕಣ್ಣುಮುಚ್ಚಾಲೆ ಅಟವಾಡು
ಅಡಕ,ಹಿಡಿತದಲ್ಲಿಟ್ಟುಕೊ ಸಂಯಮ ವಿಧೇಯತೆ
ಅಡಕಿಲ್,ಪೇರಿಸಿಡುವುದು
ಅಡಕಿಲಿಡು,ಪೇರಿಸು
ಅಡಕಿಲ್ಗಿರಿ,ಪೇರಿಸಿದ ಬೆಟ್ಟಗಳು
ಅಡಕಿಲ್ಗೊಳ್,ಪೇರಿಸಿರು ದಟ್ಟವಾಗು
ಅಡಕಿಲ್ಜವನ,ಏರಿಸಿದ ಯೌವನ
ಅಡಕಿಲ್ವಾಸು,ಪೇರಿಸಿದ ಹಾಸಿಗೆ
ಅಡಕಿಲ್ವುಣ್,ಹುಣ್ಣ ಮೇಲೆ ಹುಣ್ಣು
ಅಡಕಿಲ್ವೆಸರ್,ಒಂದರ ಮೇಲೆ ಒಂದು ಪೇರಿಸಿಕೊಂಡ ಹೆಸರು
ಅಡಕಿಲ್ವೊಂದು,ಒಂದರ ಮೇಲೊಂದು ಇರಿಸು
ಅಡಕು,ತುಂಬು ನಿಯಮ ಸಂಯಮ
ಅಡಗಿಂಡೆಯಾಡು,ಮಾಂಸದ ಮುದ್ದೆಗಳನ್ನು ಚೆಲ್ಲಾಡು
ಅಡಗು,ಮಾಂಸ ಜೋಡಣೆ
ಅಡದಿನ್,ಅಡಗನ್ನು ತಿನ್ನು
ಅಡಪ,ಎಲೆಯಡಕೆಯ ಚೀಲ
ಅಡಪಂಬಿಡಿ,ಎಲೆಯಡಿಕೆ ಚೀಲವನ್ನು ಹಿಡಿದುಕೊ
ಅಡಪವಳ,ಒಡೆಯನ ಎಲೆಯಡಿಕೆ ಚೀಲ ಹಿಡಿಯುವವನು
ಅಡಪವಳಿತಿ,ಅಡಪಗಿತ್ತಿ
ಅಡಪು,ನಾಟ್ಯದ ಒಂದು ಭಂಗಿ
ಅಡರ್,ಮೇಲಕ್ಕೆ ಹತ್ತು ವ್ಯಾಪಿಸು ಸೇರು
ಅಡಬಳ,ಅಡಿಗೆಯವನು ಬಾಸಿಗ
ಅಡರ್ಪು,ಆಧಾರ ಆಶ್ರಯ ಔನ್ನತ್ಯ
ಅಡರ್ಪುಮಾಡು,ಆಶ್ರಯವಾಗಿ ಮಾಡು
ಅಡವಡಿಸು,ಆತಂಕಪಡು
ಅಡವಿ,ಕಾಡು
ಅಡವಿಗಿರ್ಚು,ಕಾಡುಗಿಚ್ಚು
ಅಡವು,ರೀತಿ ಹದ
ಅಡಹಡಿಸು,ತ್ವರೆಮಾಡು ಮುನ್ನುಗ್ಗು
ಅಡಾಯುಧ,ಒಂದು ಬಗೆಯ ಕತ್ತಿ
ಅಡಿ,ಪಾದ ವಿರೋಧ
ಅಡಿಗಡಿಗೆ,ಹೆಜ್ಜೆಹೆಜ್ಜೆಗೆ ಮತ್ತೆ ಮತ್ತೆ
ಅಡಿಗಲ್,ತಳಹದಿ ಆಧಾರ
ಅಡಿಗಲ್ಲಿಕ್ಕು,ತಳಹದಿ ಹಾಕು
ಅಡಿಗಾಣ್,ತಳ ಕಾಣು
ಅಡಿಗಿಕ್ಕು,ಕೆಳಕ್ಕೆ ಹಾಕು
ಅಡಿಗಿಗೆಡು,ನಡಿಗೆ ಕೆಡು ನೆಲೆ ತಪ್ಪು
ಅಡಿಗುಟ್ಟು,ಕಾಲನ್ನು ಒತ್ತು ಕುಣಿ
ಅಡಿಗೊಳ್,ಓಡು
ಅಡಿಮಂಚಿಕೆ,ಕೆಳಮಂಚ
ಅಡಿಮಾಡು,ಕೀಳಾಗಿ ಮಾಡು
ಅಡಿಮಿಡುಕು,ಹೆಜ್ಜೆಯನ್ನು ಅಲುಗಿಸು
ಅಡಿಮೊದಲ್,ಅಡಿಯ ತಳಭಾಗ
ಅಡಿಯಿಡು,ಹೆಜ್ಜೆಯಿಡು ಮುಂದುವರಿ
ಅಡಿರುಚಿ,ಪಾದದ ಕಾಂತಿ
ಅಡಿವಜ್ಜೆ,ಹೆಜ್ಜೆಯ ಗುರುತು
ಅಡಿವಣಿಗೆ,ಕೆಸರಿನ ಹೆಜ್ಜೆಯ ಗುರುತು
ಅಡಿವಿಡಿ,ಅನುಸರಿಸು
ಅಡಿವೊಣರ್,ಪಾದಯುಗಳ
ಅಡು,ಬೇಯಿಸು ಆ ಕಾಡು
ಅಡುಕು,ಸ್ಥಾನಾಂತರ ಮಾಡು
ಅಡುಗರ್ಬು,ಸೌದೆ
ಅಡುಡಿಗೆ,ಬೇಯಿಸುವುದು ಪಾಕಕ್ರಿಯೆ
ಅಡುಗೆ,ಬೇಯಿಸುವುದು ಪಾಕಕ್ರಿಯೆ
ಅಡುರ್ಕೆ,ಹಬ್ಬುವಿಕೆ ಆಕ್ರಮಣ
ಅಡುವುೞ್ಗಿ,ಹದವಾದ ಹುಗ್ಗಿ
ಅಡೆ,ಬೆರಳಿನಿಂದ ಹೊಡೆ ಅಂಗುಲಿಪ್ರಹರಣ ಬಡಗಿಯ ಆಧಾರದ ಕೊರಡು ತಿಪ್ಪೆ
ಅಡೆಗೆಡೆ,ಅಡ್ಡವಾಗಿ ಬೀಳು
ಅಡೆಯೊಡ್ಡು,ಅಡೆಯನ್ನು ಒಡ್ಡು
ಅಡೆಯೊತ್ತು,ಜೋರಾಗಿ ಅಮುಕು
ಅಡೆವೊತ್ತು,ಸುತ್ತಲೂ ಹೊತ್ತಿಕೊ
ಅಡ್ಡ,ಹಣದ ಅರ್ಧಬೆಲೆಯ ಒಂದು ನಾಣ್ಯ
ಅಡ್ಡಂ,ಅಡ್ಡಲಾಗಿ
ಅಡ್ಡಂಬರ್,ಅಡ್ಡಲಾಗಿ ಬರು
ಅಡ್ಡಂಬರಿ,ಅಡ್ಡಲಾಗಿ ಹರಿ ನುಗ್ಗು
ಅಡ್ಡಂಬರಿಯಿಸು,ಅಡ್ಡಲಾಗಿ ಹೋಗುವಂತೆ ಮಾಡು
ಅಡ್ಡಂಬಾಱು,ಅಡ್ಡಲಾಗಿ ಹಾರು
ಅಡ್ಡಗೊಂಬು,ಅಡ್ಡಲಾಗಿ ಚಾಚಿಕೊಂಡಿರವ ಕೊಂಬೆ
ಅಡ್ಡಣ,ಢಾಲು ಗುರಾಣಿ
ಅಡ್ಡತರ,ಅಡ್ಡಲಾಗಿ ನಿಲ್ಲುವ ಚಲಿಸುವ ರೀತಿ
ಅಡ್ಡಪುರಿ,ನೃತ್ಯದ ಒಂದು ಭಂಗಿ
ಅಡ್ಡಬೊಟ್ಟು,ಹಣೆಯ ಮೇಲಿನ ಅಡ್ಡ ಗೆರೆ
ಅಡ್ಡಮಿರ್,ಅಡ್ಡಲಾಗಿರು
ಅಡ್ಡಮುಂ ತಿಗಟಮುಂ,ಅಡ್ಡಡ್ಡಲಾಗಿ
ಅಡ್ಡಯಿಸು,ಅಡ್ಡಿಮಾಡು
ಅಡ್ಡವಿಸು,ಅಡ್ಡಿಮಾಡು
ಅಡ್ಡವೊಡ್ಡು,ಅಡ್ಡಲಾಗಿ ಒಡ್ಡು
ಅಡ್ಡಸಾರ್ಚು,ಪಕ್ಕದಲ್ಲಿ ನಿಲ್ಲಿಸು
ಅಡ್ಡಸುೞಿ,ಎದುರಿಗೆ ಸುಳಿದಾಡು
ಅಣ್,ಅಂಟು ಸೋಕು
ಅಣಂ,ಸ್ವಲ್ಪವೂ ಹೆಚ್ಚಾಗಿ
ಅಣಂಬೆ,ನಾಯಿಕೊಡೆ
ಅಣಕ,ಆಶ್ಚರ್ಯ ಪೀಡೆ ಹಿಂಸೆ ಕುಚೋದ್ಯ ಹುಡುಗಾಟಿಕೆ ನಟನೆ ಸೋಗು ಅನುಕರಣೆ ಅನುಚಿತ ಒತ್ತಾಗಿರುವುದು
ಅಣಕಂ,ಅತಿಶಯವಾಗಿ
ಅಣಕಚಣಕಂಗೆಡೆ,ಕುಚೋದ್ಯಮಾಡು
ಅಣಕವಾತು,ಕುಚೋದ್ಯದ ಮಾತು
ಅಣಕಿಸು,ಅಪಹಾಸ್ಯ ಮಾಡು ಅನುಕರಿಸು
ಅಣಚಿ,ಮುತ್ತೈದೆ
ಅಣಚಿತನ,ಮುತ್ತೈದೆತನ
ಅಣಲ್,ಬಾಯಿಯ ಅಂಗುಳು ದವಡೆ ಗಂಟಲು
ಅಣಸು,ಆಯುಧದ ಹಿಡಿ ಬಾಣದ ಹಿಳುಕು
ಅಣಿ,ಸೈನ್ಯದ ಒಂದು ಅಂಗ ಪದಾತಿ ಸೈನ್ಯದ ವ್ಯೂಹ ಕಡಾಣಿ ಸಿದ್ಧನಾಗು
ಅಣಿಮಾ,ಅಷ್ಟಸಿದ್ಧಿಗಳಲ್ಲಿ ಒಂದು ಅತ್ಯಂತ ಸೂಕ್ಷ್ಮಮರೂಪವನ್ನು ಪಡೆಯಬಲ್ಲ ಶಕ್ತಿ
ಅಣಿಯರ,ಅತಿಶಯ ಹಿರಿಮೆ ರಭಸ
ಅಣಿಯರಂ,ಅತಿಶಯವಾಗಿ
ಅಣಿಲ್,ಅಳಿಲಿನಂತಹ ಸಣ್ಣ ಪ್ರಾಣಿ
ಅಣಿವಿಣಿ,ಬಿಕ್ಕಟ್ಟು ತಡೆ
ಅಣುಂಗ,ಪ್ರೀತಿಪಾತ್ರ ವ್ಯಕ್ತಿ ಮಗ
ಅಣುಗಗಲಹ,ಪ್ರಣಯಕಲಹ
ಅಣುಗದಮ್ಮ,ಪ್ರೀತಿಯ ತಮ್ಮ
